X,Y,OBJECT_ID,KODE_DESA,DESA,KODE,PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,Nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,POSITIF,Meninggal,Month,Year,Month_Year,PROX_ATTRACTION,PROX_KINDERGARTENS,PROX_SCHOOL,PROX_TERMINAL,PROX_HEALTHCARE
-3619470.95378101,681553.17329676,25594,3175031002,BIDARA CINA,317503,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,45194,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3007,59,Aug,2021,Aug_2021,2.27417091942111,0.901289259610437,1.36781025366449,30.7979247075426,30.7979247075426
-3619691.58677681,683608.460535759,25595,3175031003,BALI MESTER,317503,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,11695,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,857,17,Aug,2021,Aug_2021,0.232710505750854,0.920529575730169,1.5884202571222,29.8455149303358,29.8455149303358
-3618595.69267424,676501.157723984,25601,3175041001,KRAMATJATI,317504,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,42031,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,3393,67,Aug,2021,Aug_2021,3.2237952778648,1.14239955313161,4.04533193561025,33.8548109005385,33.8548109005385
-3617779.37473134,676351.017048222,25627,3175081001,MAKASAR,317508,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,42584,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,3529,59,Aug,2021,Aug_2021,3.99260179499611,0.960034777254505,3.44892881324739,34.6363358382182,34.6363358382182
-3619818.61538259,675805.538972156,25604,3175041004,BATU AMPAR,317504,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,58890,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,3787,74,Aug,2021,Aug_2021,2.14785195353291,1.72328463108589,2.74891690531939,33.1730687729175,33.1730687729175
-3619293.29932094,679510.037720895,25607,3175041007,CAWANG,317504,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,CAWANG,40643,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,3192,42,Aug,2021,Aug_2021,3.44601843189819,1.81081874159366,2.34313587011853,31.8122504730758,31.8122504730758
-3619770.55168176,672820.143167331,25608,3175051001,GEDONG,317505,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,44099,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,3281,64,Aug,2021,Aug_2021,3.14842584030455,0.168253554978235,2.54666043660095,34.8897809528392,34.8897809528392
-3621271.22321904,669676.863778374,25609,3175051002,BARU,317505,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,29389,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,2665,39,Aug,2021,Aug_2021,1.96297830890974,1.18968102813353,1.44789647602697,35.6808716983972,35.6808716983972
-3619798.83046626,670120.227007407,25610,3175051003,CIJANTUNG,317505,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,50571,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,3892,82,Aug,2021,Aug_2021,2.90106008340962,0.200945014921611,0.62124747408494,36.5157625014412,36.5157625014412
-3618822.46771553,667203.7850642,25612,3175051005,PEKAYON,317505,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,53410,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,3290,47,Aug,2021,Aug_2021,4.80589509110655,0.403410441343826,2.14983061711865,39.1538519294607,39.1538519294607
-3613331.29623024,686150.84587196,25613,3175061001,JATINEGARA,317506,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,105365,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,4103,72,Aug,2021,Aug_2021,3.64293792223447,2.31812362415788,1.74160135761331,35.2789425354908,35.2789425354908
-3612932.48192427,688691.365038572,25614,3175061002,RAWA TERATE,317506,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,31569,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,1009,20,Aug,2021,Aug_2021,5.05049995478376,2.29748887602938,1.94998810804785,35.2259537561739,35.2259537561739
-3610850.71655849,686061.715658572,25615,3175061003,PENGGILINGAN,317506,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,120083,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,5512,103,Aug,2021,Aug_2021,1.71852942369917,2.5611266225163,2.18375347585103,37.7249301838659,37.7249301838659
-3608502.09666388,690757.606857141,25616,3175061004,CAKUNG TIMUR,317506,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,73270,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,2858,54,Aug,2021,Aug_2021,6.41965170859434,4.63339390369807,3.30477407012009,39.4152188853104,39.4152188853104
-3608505.49641218,686316.821823841,25617,3175061005,PULO GEBANG,317506,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,117589,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,5059,98,Aug,2021,Aug_2021,2.37218292793608,2.80967059222583,2.8032787921546,39.9783179760968,39.9783179760968
-3607446.54384874,688845.838026961,25618,3175061006,UJUNG MENTENG,317506,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,36390,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,1790,28,Aug,2021,Aug_2021,5.04797714384157,5.53048886642422,2.22983747545965,40.6471767527786,40.6471767527786
-3611162.86023788,690282.43870773,25619,3175061007,CAKUNG BARAT,317506,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,72686,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,2081,25,Aug,2021,Aug_2021,5.85391982570928,2.49097884896787,3.43086860787611,36.8016894024414,36.8016894024414
-3614944.36026539,682009.436255653,25621,3175071002,PONDOK BAMBU,317507,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,75193,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,5496,107,Aug,2021,Aug_2021,4.99910166616036,0.734594507780351,0.568413925332624,34.8542260585062,34.8542260585062
-3610829.1506864,681158.0356489,25623,3175071004,PONDOK KELAPA,317507,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,86731,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,5342,94,Aug,2021,Aug_2021,3.45861950733803,0.900613266210894,1.46415668252929,39.0224420270884,39.0224420270884
-3611537.90029308,683624.587540896,25624,3175071005,MALAKA SARI,317507,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,33599,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,2845,67,Aug,2021,Aug_2021,1.72743314318883,0.818417679813321,1.41289429843791,37.6235063048419,37.6235063048419
-3610682.98571805,683671.346849725,25625,3175071006,MALAKA JAYA,317507,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,38024,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3043,56,Aug,2021,Aug_2021,1.05772544101355,0.280384217645876,0.674874799505044,38.4363801962327,38.4363801962327
-3615748.02514258,677806.120268164,25630,3175081004,HALIM PERDANA KUSUMA,317508,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMA,35653,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,4167,50,Aug,2021,Aug_2021,4.94609999750598,2.27868942083447,3.11591918810402,35.7455292256682,35.7455292256682
-3614180.78890312,679984.629463343,25631,3175081005,CIPINANG MELAYU,317508,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,52190,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,3386,68,Aug,2021,Aug_2021,6.13131426460408,0.420943782339296,2.32869354521196,36.2855150981264,36.2855150981264
-3616350.50106478,665784.923367289,25633,3175091002,CIBUBUR,317509,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,79968,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,5846,75,Aug,2021,Aug_2021,6.33795064046836,0.492500760460308,1.67796372061395,41.9471401389085,41.9471401389085
-3616392.88478297,667863.097527848,25634,3175091003,KELAPA DUA WETAN,317509,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,56330,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,4440,66,Aug,2021,Aug_2021,5.02823495487232,0.491778303850145,0.507961848471883,40.5828714130097,40.5828714130097
-3618513.34278576,670978.236903697,25635,3175091004,SUSUKAN,317509,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,46394,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3250,67,Aug,2021,Aug_2021,3.26944273938523,0.888474507384443,1.84554428671535,36.9956398603944,36.9956398603944
-3617536.19271162,672277.396795323,25636,3175091005,RAMBUTAN,317509,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,45470,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2928,51,Aug,2021,Aug_2021,1.79341731258001,0.737539709964553,2.84705723708776,37.0285090010892,37.0285090010892
-3613109.59755059,669127.413442308,25638,3175101002,CILANGKAP,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,33198,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,3287,27,Aug,2021,Aug_2021,3.26595324970493,3.14514166062947,2.55665549886671,42.4608872820144,42.4608872820144
-3613016.806862,666341.491934175,25639,3175101003,PONDOK RANGGON,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,30351,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,2749,18,Aug,2021,Aug_2021,3.00489848725163,3.21602601201626,2.37255380194815,44.17787453822,44.17787453822
-3614474.71652683,666830.306726339,25640,3175101004,MUNJUL,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,28722,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,2742,36,Aug,2021,Aug_2021,4.27435787051416,1.69924563974531,1.7419755411151,42.7270645571404,42.7270645571404
-3612628.10614939,671770.155655528,25641,3175101005,SETU,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,24722,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,1954,14,Aug,2021,Aug_2021,3.39237069596119,3.44967609716908,3.71922838267211,41.4086200496191,41.4086200496191
-3614140.09325186,671865.069221107,25642,3175101006,BAMBU APUS,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,31774,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,2986,30,Aug,2021,Aug_2021,1.97040803822922,2.42296104112758,3.06641811854259,40.080191180863,40.080191180863
-3614150.84573296,674195.080706282,25643,3175101007,LUBANG BUAYA,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,77650,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,5629,69,Aug,2021,Aug_2021,2.15278952764016,1.01519931386529,0.857438876647611,38.8566213958734,38.8566213958734
-3615399.24780803,672257.789299123,25644,3175101008,CEGER,317510,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,23042,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,2047,29,Aug,2021,Aug_2021,0.747187921697729,1.4122374147201,2.73288431803134,38.8109047097823,38.8109047097823
